,6
180,0.30000001192092896
170,0.20000000298023224
160,0.20000000298023224
150,0.20000000298023224
140,0.30000001192092896
130,0.30000001192092896
120,0.30000001192092896
110,0.20000000298023224
100,0.20000000298023224
90,0.20000000298023224
80,0.10000000149011612
70,0.10000000149011612
60,0.10000000149011612
50,0.10000000149011612
40,0.10000000149011612
30,0.10000000149011612
20,0.10000000149011612
10,0.20000000298023224
0,0.20000000298023224
