,4
220,0.4000000059604645
200,0.4000000059604645
180,0.20000000298023224
160,0.30000001192092896
140,0.20000000298023224
120,0.20000000298023224
100,0.10000000149011612
80,0.10000000149011612
60,0.10000000149011612
40,0.20000000298023224
20,0.10000000149011612
0,0.20000000298023224
